Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_flag,Age_Group,Tenure_Group,Customer_Lifecycle,Revenue_Per_Month,Total_Extra_Charges,Net_Revenue,Charge_Revenue_Ratio,Revenue_to_Charge_Ratio,Referral_Group,Has_Referral,Service_Count,Streaming_Service_Count,Protection_Service_Count,Has_Phone_Service,Has_Multiple_Lines,Is_Long_Term_Contract,Has_Internet,Has_Online_Security,Is_Automatic_Payment,Is_Paperless,Has_Value_Deal,Average_Charge_Per_Month,Charge_Difference,Refund_Rate,Extra_Charge_Ratio,Revenue_Segment,Age_MonthlyCharge_Interaction,State_Avg_Revenue,Revenue_vs_State_Avg,Contract_Avg_Charge,Revenue_Percentile,State_Revenue_Rank
18214-MAH,Female,29,No,Maharashtra,9,34,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0.0,0,2264.9,7713.5,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,226.86764705882356,2264.9,7713.5,0.0130809619498282,76.44697720515362,High,1,7,3,1,1,1,1,1,1,0,0,0,160.2529411764706,-59.35294117647058,0.0,0.2936280547092759,Very High Value,2926.1000000000004,3249.5820634920638,4463.917936507936,64.46928520877566,0.9033966967902773,60.0
21140-UTT,Male,38,No,Uttar Pradesh,7,36,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,0.0,0,494.34,1420.59,Churned,Other,Moved,1,Middle Age,25-48 Months,Established,39.46083333333333,494.34,1420.59,0.0519854426681871,19.23615436696005,High,1,3,0,1,1,0,0,1,0,0,1,0,25.729166666666668,48.12083333333332,0.0,0.3479821764196566,Medium Value,2806.3,3041.5530683624797,-1620.9630683624798,64.55887096774194,0.4032408850109068,370.0
64294-KAR,Female,20,No,Karnataka,14,7,Deal 1,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,1629.2,0.0,0,1712.92,3342.12,Stayed,Others,Others,0,Young Adult,7-12 Months,Growing,477.4457142857143,1712.92,3342.12,0.0074952425406628,133.4179640718563,High,1,2,0,0,1,1,1,0,0,0,0,0,232.7428571428572,-207.69285714285715,0.0,0.5125249841418023,High Value,501.0,3054.5152765957446,287.6047234042553,61.249883653286794,0.6378934247429106,167.0
67672-RAJ,Male,46,Yes,Rajasthan,6,13,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,0.0,0,952.0,4492.65,Stayed,Others,Others,0,Senior,13-24 Months,Growing,345.5884615384615,952.0,4492.65,0.023449411817079,42.64499288087328,High,1,8,3,2,1,1,0,1,0,0,1,0,272.35769230769233,-167.00769230769234,0.0,0.2119016616028402,High Value,4846.099999999999,3108.804826254826,1383.8451737451737,64.55887096774194,0.725148021190402,72.0
66749-KER,Female,47,No,Kerala,9,5,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0,36.28,57.03,Joined,Others,Others,0,Senior,0-6 Months,New,11.406,36.28,57.03,0.3638435910924075,2.748433734939759,High,1,1,0,0,1,0,0,0,0,0,0,0,4.15,16.6,0.0,0.6361564089075925,Low Value,975.25,2823.27285,-2766.2428499999996,64.55887096774194,0.031006544094733562,199.0
89393-KAR,Male,44,No,Karnataka,5,2,NO DEAL,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1939.35,0.0,0,288.0,2227.35,Stayed,Others,Others,0,Middle Age,0-6 Months,New,1113.675,288.0,2227.35,0.0240869194334074,41.51630941286113,Medium,1,4,0,2,1,0,1,1,1,0,0,0,969.675,-916.025,0.0,0.1293016364738366,High Value,2360.6,3054.5152765957446,-827.1652765957447,64.46928520877566,0.515269554378311,231.0
93090-HAR,Female,31,No,Haryana,3,22,NO DEAL,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,387.9,0.0,0,700.2,1088.1,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,49.4590909090909,700.2,1088.1,0.0231596360628618,43.17857142857142,Medium,1,2,0,0,1,1,1,0,0,0,0,0,17.63181818181818,7.56818181818182,0.0,0.6435070306038049,Medium Value,781.1999999999999,3015.4763065326633,-1927.3763065326634,61.249883653286794,0.3504206918043004,256.0
32247-UTT,Female,42,No,Uttar Pradesh,12,6,NO DEAL,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,0.0,0,490.4,1014.9,Stayed,Others,Others,0,Middle Age,0-6 Months,New,169.15,490.4,1014.9,0.0508917134693073,19.649564375605035,High,1,3,0,1,1,0,0,1,1,0,1,0,87.41666666666667,-35.76666666666667,0.0,0.4832003153020002,Medium Value,2169.3,3041.5530683624797,-2026.6530683624796,64.55887096774194,0.33655344344032406,412.0
46479-GUJ,Male,41,Yes,Gujarat,0,13,NO DEAL,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,71.1,213.35,2.62,0,111.0,321.73,Joined,Others,Others,0,Middle Age,13-24 Months,Growing,24.74846153846154,111.0,319.11,0.2209927579025891,4.525035161744023,No Referral,0,7,2,3,1,0,1,1,1,0,0,0,16.411538461538463,54.68846153846153,0.0122802906022966,0.345009790818388,Low Value,2915.1,3057.1323582089553,-2735.4023582089553,61.249883653286794,0.17513244001246495,288.0
53295-WES,Female,35,No,West Bengal,7,33,Deal 5,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,0.0,0,43.84,69.54,Joined,Others,Others,0,Middle Age,25-48 Months,Established,2.1072727272727274,43.84,69.54,0.3695714696577509,2.7058365758754865,High,1,2,0,0,1,1,0,0,0,0,1,0,0.7787878787878788,24.92121212121212,0.0,0.6304285303422491,Low Value,899.5,3213.946358695652,-3144.406358695652,64.55887096774194,0.043315674665004675,355.0
52281-MAH,Female,50,Yes,Maharashtra,0,19,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,0.0,0,328.09,3879.74,Stayed,Others,Others,0,Senior,13-24 Months,Growing,204.1968421052632,328.09,3879.74,0.0221922087562568,45.06085946573752,No Referral,0,5,0,3,1,0,0,1,1,0,1,0,186.92894736842103,-100.82894736842108,0.0,0.0845649450736389,High Value,4305.0,3249.5820634920638,630.157936507936,64.55887096774194,0.6808974758491741,179.0
97891-GUJ,Female,21,Yes,Gujarat,6,6,Deal 5,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,163.6,0.0,0,125.28,288.88,Stayed,Others,Others,0,Young Adult,0-6 Months,New,48.14666666666667,125.28,288.88,0.0694059817225145,14.407980049875311,High,1,1,0,0,1,0,0,0,0,0,0,0,27.266666666666666,-7.216666666666665,0.0,0.4336748823040709,Low Value,421.05,3057.1323582089553,-2768.2523582089552,64.55887096774194,0.16438142723589905,291.0
94573-ASS,Female,71,No,Assam,12,7,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Churned,Competitor,Competitor made better offer,1,Elder,7-12 Months,Growing,50.01714285714286,168.52,350.12,0.1313835256483491,7.611304347826087,High,1,2,0,0,1,0,0,1,0,0,0,0,25.942857142857143,20.057142857142857,0.0,0.481320690049126,Low Value,3266.0,2896.9773381294963,-2546.8573381294964,64.55887096774194,0.18385789965721408,105.0
61243-UTT,Male,66,No,Uttar Pradesh,9,2,Deal 1,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1387.45,0.0,0,1145.23,2532.68,Stayed,Others,Others,0,Elder,0-6 Months,New,1266.34,1145.23,2532.68,0.0077388379108296,129.21836734693875,High,1,1,0,0,1,0,1,0,0,0,1,0,693.725,-674.125,0.0,0.4521810888071134,High Value,1293.6,3041.5530683624797,-508.8730683624799,61.249883653286794,0.5534434403240885,284.0
39937-UTT,Female,34,Yes,Uttar Pradesh,5,32,NO DEAL,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,0.0,0,76.67,1702.32,Churned,Price,Price too high,1,Middle Age,25-48 Months,Established,53.1975,76.67,1702.32,0.0551306452370882,18.138732019179542,Medium,1,6,3,1,1,0,0,1,1,0,0,0,50.8015625,43.04843749999999,0.0,0.045038535645472,Medium Value,3190.9,3041.5530683624797,-1339.2330683624798,64.55887096774194,0.4471798067933936,339.0
45390-PUN,Female,27,Yes,Punjab,5,8,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,Stayed,Others,Others,0,Young Adult,7-12 Months,Growing,52.77875,148.98,422.23,0.1159320749354617,8.625740551583249,Medium,1,3,0,0,1,1,0,1,0,0,1,0,34.15625,14.793750000000005,0.0,0.3528408687208393,Low Value,1321.65,2975.6264912280703,-2553.3964912280703,64.55887096774194,0.20551573698971642,281.0
94086-WES,Female,67,Yes,West Bengal,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.68,Churned,Other,Don't know,1,Elder,0-6 Months,New,223.68,41.98,223.68,0.4202432045779685,2.3795744680851065,High,1,6,3,0,1,1,0,1,0,0,1,0,181.7,-87.69999999999999,0.0,0.187678826895565,Low Value,6298.0,3213.946358695652,-2990.2663586956523,64.55887096774194,0.14241196634465567,323.0
55339-TAM,Female,70,Yes,Tamil Nadu,9,7,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.79,Churned,Dissatisfaction,Limited range of services,1,Elder,7-12 Months,Growing,10.541428571428572,24.24,73.79,0.671500203279577,1.4892028254288598,High,1,3,0,1,1,0,0,1,1,0,1,0,7.078571428571428,42.47142857142857,0.0,0.3284997967204228,Low Value,3468.5,3072.9106666666667,-2999.1206666666667,64.55887096774194,0.046743533811156125,571.0
87521-JAM,Male,35,Yes,Jammu & Kashmir,11,6,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,0.0,0,1550.72,8453.82,Churned,Other,Don't know,1,Middle Age,0-6 Months,New,1408.97,1550.72,8453.82,0.0124973089088719,80.01722669190724,High,1,8,3,2,1,1,1,1,0,0,1,0,1150.5166666666669,-1044.8666666666666,0.0,0.1834342344644196,Very High Value,3697.75,2681.7855625,5772.0344374999995,64.46928520877566,0.9362729822374571,17.0
86198-UTT,Female,35,Yes,Uttar Pradesh,14,1,NO DEAL,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,0.0,0,0.0,2191.7,Stayed,Others,Others,0,Middle Age,0-6 Months,New,2191.7,0.0,2191.7,0.0250262353424282,39.958067456700086,High,1,6,3,2,0,0,1,1,0,0,0,0,2191.7,-2136.85,0.0,0.0,High Value,1919.75,3041.5530683624797,-849.8530683624799,64.46928520877566,0.5109068245559364,303.0
15675-GUJ,Female,47,Yes,Gujarat,8,32,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,0.0,0,1768.7,4328.8,Stayed,Others,Others,0,Senior,25-48 Months,Established,135.275,1768.7,4328.8,0.0131445204213638,76.07732864674868,High,1,5,0,3,1,0,1,1,1,0,0,0,80.003125,-23.103125,0.0,0.4085889854001109,High Value,2674.3,3057.1323582089553,1271.6676417910448,64.46928520877566,0.7147086319725772,90.0
64297-MAD,Male,23,Yes,Madhya Pradesh,7,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0.0,0,23.06,113.81,Churned,Attitude,Attitude of support person,1,Young Adult,7-12 Months,Growing,16.25857142857143,23.06,113.81,0.7973816009138037,1.2541046831955922,High,1,5,3,0,1,0,0,1,0,0,1,0,12.964285714285714,77.78571428571429,0.0,0.2026183990861962,Low Value,2087.25,3090.985,-2977.175,64.55887096774194,0.09239638516671861,266.0
13429-WES,Female,48,No,West Bengal,12,11,Deal 1,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,0.0,0,2724.48,8711.03,Stayed,Others,Others,0,Senior,7-12 Months,Growing,791.9118181818183,2724.48,8711.03,0.0096659063279543,103.4564133016627,High,1,9,3,3,1,1,1,1,1,0,1,0,544.2318181818182,-460.0318181818182,0.0,0.3127620958715559,Very High Value,4041.6,3213.946358695652,5497.083641304349,61.249883653286794,0.9479588656902462,20.0
58582-MAD,Female,36,Yes,Madhya Pradesh,1,27,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,641.35,0.0,0,412.83,1054.18,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,39.043703703703706,412.83,1054.18,0.0187823711320647,53.24141414141414,Low,1,1,0,0,1,0,1,0,0,0,0,0,23.753703703703703,-3.9537037037037024,0.0,0.3916124381035496,Medium Value,712.8000000000001,3090.985,-2036.805,61.249883653286794,0.34527890308507325,199.0
28354-WES,Male,60,No,West Bengal,9,25,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608.0,0.0,0,147.52,3755.52,Stayed,Others,Others,0,Senior,25-48 Months,Established,150.2208,147.52,3755.52,0.0291703945126107,34.281332724783205,High,1,9,3,3,1,1,1,1,1,0,1,0,144.32,-34.77,0.0,0.0392808452624403,High Value,6573.0,3213.946358695652,541.5736413043478,64.46928520877566,0.672172016204425,130.0
74173-RAJ,Female,49,No,Rajasthan,15,27,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.5,104.3,0.0,0,123.05,227.35,Stayed,Others,Others,0,Senior,25-48 Months,Established,8.420370370370371,123.05,227.35,0.090169342423576,11.090243902439024,High,1,1,0,0,1,0,0,0,0,0,1,0,3.8629629629629623,16.637037037037036,0.0,0.5412359797668793,Low Value,1004.5,3108.804826254826,-2881.454826254826,64.55887096774194,0.1436584605796198,224.0
82267-JHA,Female,33,No,Jharkhand,12,7,NO DEAL,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,0.0,10,0.0,95.5,Churned,Dissatisfaction,Product dissatisfaction,1,Middle Age,7-12 Months,Growing,13.642857142857142,10.0,95.5,0.4738219895287958,2.110497237569061,High,1,3,3,0,0,0,0,1,0,0,1,0,12.214285714285714,33.035714285714285,0.0,0.1047120418848167,Low Value,1493.25,2862.4046902654864,-2766.9046902654864,64.55887096774194,0.07120598317232783,105.0
78085-ODI,Male,28,No,Odisha,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,Churned,Attitude,Attitude of support person,1,Young Adult,25-48 Months,Established,6.996666666666666,67.78,251.88,0.3197951405431157,3.127001862197393,Low,1,4,2,0,1,0,0,1,0,0,0,0,5.113888888888889,75.4361111111111,0.0,0.2690963951087819,Low Value,2255.4,3209.121578947368,-2957.241578947368,64.55887096774194,0.15176067310688687,133.0
31513-WES,Female,81,No,West Bengal,15,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,0.0,0,18.02,1488.07,Stayed,Others,Others,0,Elder,7-12 Months,Growing,165.3411111111111,18.02,1488.07,0.0555417419879441,18.00447670901391,High,1,4,0,1,1,1,1,1,0,0,1,0,163.33888888888887,-80.68888888888887,0.0,0.0121096453795856,Medium Value,6694.650000000001,3213.946358695652,-1725.8763586956522,64.46928520877566,0.41383608600810223,222.0
57461-GUJ,Male,41,Yes,Gujarat,4,27,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,122.0,0.0,0,40.05,162.05,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,6.001851851851852,40.05,162.05,0.1255785251465597,7.963144963144964,Medium,1,1,0,0,1,0,0,0,0,0,0,0,4.518518518518518,15.831481481481482,0.0,0.2471459426103054,Low Value,834.35,3057.1323582089553,-2895.082358208955,64.55887096774194,0.11670302274851979,305.0
15739-MAD,Female,40,No,Madhya Pradesh,13,9,Deal 4,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.0,226.55,0.0,0,30.1,256.65,Stayed,Others,Others,0,Middle Age,7-12 Months,Growing,28.516666666666666,30.1,256.65,0.0935125657510228,10.69375,High,1,2,0,0,1,1,0,0,0,0,1,0,25.172222222222224,-1.1722222222222245,0.0,0.1172803428794077,Low Value,960.0,3090.985,-2834.335,64.55887096774194,0.15425366157681522,248.0
15349-UTT,Male,47,Yes,Uttar Pradesh,9,12,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,Joined,Others,Others,0,Senior,7-12 Months,Growing,7.501666666666666,39.87,90.02,0.5570984225727617,1.7950149551345962,High,1,3,0,0,1,1,0,1,0,0,1,0,4.179166666666666,45.97083333333333,0.0,0.4429015774272384,Low Value,2357.05,3041.5530683624797,-2951.5330683624798,64.55887096774194,0.06310377064506077,582.0
58578-TEL,Female,37,No,Telangana,9,31,Deal 2,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364.0,0.0,0,1495.27,3859.27,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,124.49258064516128,1495.27,3859.27,0.0145882511459421,68.54831261101243,High,1,4,0,1,1,1,1,1,0,0,1,0,76.25806451612904,-19.95806451612904,0.0,0.3874489216872621,High Value,2083.1,2991.1121352313166,868.1578647686833,64.46928520877566,0.679339358055469,84.0
78381-PUN,Female,26,No,Punjab,5,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.94,Churned,Price,Long distance charges,1,Young Adult,0-6 Months,New,2221.6466666666665,527.94,6664.94,0.0149888821204692,66.71611611611611,Medium,1,7,3,1,1,1,1,1,0,0,0,0,2045.6666666666667,-1945.7666666666669,0.0,0.0792115157825877,Very High Value,2597.4,2975.6264912280703,3689.3135087719293,64.46928520877566,0.8490183857899657,46.0
26221-TAM,Female,34,No,Tamil Nadu,12,24,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,0.0,0,1057.32,1477.22,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,61.55083333333334,1057.32,1477.22,0.013640486860454,73.31116625310175,High,1,1,0,0,1,0,1,0,0,0,0,0,17.495833333333334,2.654166666666665,0.0,0.7157498544563436,Medium Value,685.0999999999999,3072.9106666666667,-1595.6906666666666,64.46928520877566,0.41258959177313803,357.0
33439-RAJ,Female,37,No,Rajasthan,6,32,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4730.6,0.0,0,115.15,4845.75,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,151.4296875,115.15,4845.75,0.0214001960480833,46.72854387656702,High,1,8,3,3,1,0,1,1,1,0,1,0,147.83125,-44.13125000000001,0.0,0.0237630913687251,Very High Value,3836.9,3108.804826254826,1736.945173745174,64.46928520877566,0.7527267061389841,63.0
77594-AND,Male,40,Yes,Andhra Pradesh,8,15,Deal 2,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,0.0,0,1444.95,6250.6,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,416.7066666666667,1444.95,6250.6,0.0118708603974018,84.23989218328842,High,1,8,2,3,1,1,1,1,0,0,1,0,320.37666666666667,-246.17666666666668,0.0,0.2311698076984609,Very High Value,2968.0,3016.3476708860762,3234.252329113924,61.249883653286794,0.8256466188843876,71.0
66737-CHH,Female,77,Yes,Chhattisgarh,10,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-8.0,908.55,0.0,0,318.88,1227.43,Stayed,Others,Others,0,Elder,13-24 Months,Growing,55.79227272727273,318.88,1227.43,-0.0065176832894747,-153.42875,High,1,7,3,1,1,1,1,1,0,0,1,0,41.29772727272727,-49.29772727272727,0.0,0.2597948559184637,Medium Value,-616.0,2948.445254237288,-1721.0152542372878,61.249883653286794,0.3725459644749143,36.0
95984-MAH,Male,55,No,Maharashtra,15,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,0.0,0,356.3,1286.7,Churned,Competitor,Competitor offered more data,1,Senior,25-48 Months,Established,51.468,356.3,1286.7,0.0739877205253749,13.515756302521009,High,1,6,3,0,1,1,0,1,0,0,0,0,37.216,57.984,0.0,0.276909924613352,Medium Value,5236.0,3249.5820634920638,-1962.8820634920637,64.55887096774194,0.381427235899034,322.0
45860-ODI,Female,38,Yes,Odisha,14,12,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,714.15,0.0,0,205.92,920.07,Churned,Competitor,Competitor made better offer,1,Middle Age,7-12 Months,Growing,76.6725,205.92,920.07,0.0843957524970926,11.848937540244687,High,1,3,1,0,1,0,0,1,0,0,1,0,59.5125,18.13750000000001,0.0,0.223809058006456,Medium Value,2950.7000000000003,3209.121578947368,-2289.051578947368,64.55887096774194,0.3155188532253038,105.0
73156-RAJ,Female,57,Yes,Rajasthan,2,29,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,0.0,0,1736.35,4987.65,Stayed,Others,Others,0,Senior,25-48 Months,Established,171.98793103448276,1736.35,4987.65,0.0178841739095566,55.91535874439462,Low,1,6,2,2,1,0,1,1,1,0,1,0,112.11379310344827,-22.913793103448285,0.0,0.3481298808055898,Very High Value,5084.400000000001,3108.804826254826,1878.8451737451737,64.46928520877566,0.759894047990028,62.0
67567-TAM,Male,70,No,Tamil Nadu,8,1,NO DEAL,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,Churned,Competitor,Competitor made better offer,1,Elder,0-6 Months,New,178.42,13.02,178.42,0.4186750364308934,2.3884872824631858,High,1,3,0,1,1,0,0,1,0,0,1,0,165.4,-90.7,0.0,0.0729738818518103,Low Value,5229.0,3072.9106666666667,-2894.4906666666666,64.55887096774194,0.12309130570271112,519.0
93211-MAH,Male,63,No,Maharashtra,3,29,NO DEAL,No,No,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,0.0,0,0.0,371.4,Stayed,Others,Others,0,Elder,25-48 Months,Established,12.806896551724137,0.0,371.4,0.1167205169628433,8.567474048442905,Medium,1,4,1,2,0,0,1,1,0,0,1,0,12.806896551724137,30.543103448275865,0.0,0.0,Low Value,2731.05,3249.5820634920638,-2878.1820634920637,61.249883653286794,0.19055780617014648,406.0
48746-PUN,Male,29,Yes,Punjab,12,8,Deal 3,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.1,688.0,0.0,0,0.0,688.0,Stayed,Others,Others,0,Young Adult,7-12 Months,Growing,86.0,0.0,688.0,0.0422965116279069,23.642611683848795,High,1,2,0,1,0,0,0,1,0,0,0,0,86.0,-56.9,0.0,0.0,Medium Value,843.9000000000001,2975.6264912280703,-2287.6264912280703,64.55887096774194,0.26768463695855405,259.0
94792-TAM,Female,50,No,Tamil Nadu,6,33,NO DEAL,No,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0.0,0,0.0,1901.25,Stayed,Others,Others,0,Senior,25-48 Months,Established,57.61363636363637,0.0,1901.25,0.0279289940828402,35.80508474576271,High,1,7,2,4,0,0,1,1,1,0,1,0,57.61363636363637,-4.513636363636365,0.0,0.0,Medium Value,2655.0,3072.9106666666667,-1171.6606666666667,61.249883653286794,0.4717980679339358,324.0
33414-GUJ,Male,55,No,Gujarat,4,8,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,36.66,0,1454.57,8985.11,Stayed,Others,Others,0,Senior,7-12 Months,Growing,1123.13875,1454.57,8948.45,0.0123871605355972,80.72875112309076,Medium,1,9,3,3,1,1,1,1,0,0,1,0,945.9,-834.6,0.0048445924516333,0.1618867214758639,Very High Value,6121.5,3057.1323582089553,5927.977641791045,61.249883653286794,0.9569959488937364,16.0
25161-DEL,Female,64,Yes,Delhi,11,26,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,Churned,Competitor,Competitor made better offer,1,Elder,25-48 Months,Established,78.08653846153847,771.95,2030.25,0.0409062923285309,24.44611679711017,High,1,4,0,2,1,1,0,1,0,0,1,0,48.39615384615384,34.65384615384615,0.0,0.38022411033124,Medium Value,5315.2,3304.1361417322832,-1273.8861417322832,64.55887096774194,0.48971642256154563,68.0
59635-TAM,Female,60,Yes,Tamil Nadu,8,14,NO DEAL,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.9,619.0,0.0,0,299.5,918.5,Stayed,Others,Others,0,Senior,13-24 Months,Growing,65.60714285714286,299.5,918.5,0.0673924877517691,14.838449111470114,High,1,6,0,3,1,1,1,1,1,0,1,0,44.21428571428572,17.685714285714283,0.0,0.3260751224823081,Medium Value,3714.0,3072.9106666666667,-2154.4106666666667,61.249883653286794,0.3152072296665628,409.0
